ref_no,name,pointx_class,feature_easting,feature_northing,description,x_normed,y_normed,longitude,latitude
95459764,McColl's,9470699,539626.4,176120.4,"A place of convenience stores and independent supermarkets, a type of retail",0.6193171067343253,0.4404730885568306,0.0092841170822499,51.46607591735469
163652887,Royal Casino Slots,4220277,505696.7,184054.7,"A place of amusement parks and arcades, a type of gambling",0.0350941773458331,0.6205231616272616,-0.4770734720895473,51.54486015903747
54948938,R Howe Car Breakers & Dismantlers,2120200,533328.2,188655.8,"A place of scrap metal dealers and breakers yards, a type of recycling services",0.5103810097187581,0.7251645500787348,-0.0770796360952102,51.580517585745454
161125000,Ealing Technical College and School of Art Sports Ground,4240302,516322.2,182347.8,"A place of sports grounds, stadia and pitches, a type of sports complex",0.2163378343510791,0.5827712385721243,-0.3257427601162646,51.52781468710396
158326972,Eagle Parking Ltd,2100183,507964.8,177148.5,"A place of vehicle cleaning services, a type of personal, consumer and other services",0.071550700954674,0.4660194174757281,-0.4486066019530875,51.483167819890696
109101030,U C L Day Nursery,5320397,529906.2,182366.4,"A place of nursery schools and pre and after school care, a type of recreational and vocational education",0.4502623204609959,0.5812667807094063,-0.129832936931767,51.524258784579246
54925357,Great Portland Estates,2110194,528986.9,181551.8,"A place of property development services, a type of property and development services",0.4336974283994151,0.5598781026611231,-0.1440514212212911,51.51599547046576
18210717,Peckham Park Road Baptist Chapel,6340459,534411.7,177573.0,"A place of places of worship, a type of infrastructure and facilities",0.5269975058054528,0.4710153957698451,-0.0674197575402866,51.479488013688375
54563404,Diaz Research,2040064,529131.6,182364.0,"A place of business related consultants, a type of consultancies",0.4362105444224645,0.5815975801792209,-0.1415961844968172,51.524577006085806
27230910,Bus Stop (Edgware),10590732,519788.8,191933.8,"A place of bus stops, a type of bus transport",0.2732261116367077,0.7995264582932107,-0.2748388124549588,51.613104162098274
78312998,Hair Gallery London,2100156,530511.1,183126.8,"A place of hair and beauty services, a type of personal, consumer and other services",0.4608239442676529,0.600208448980979,-0.1206780273129135,51.53163042834343
22051809,Bus Stop (New Addington Baptist Church),10590732,538885.1,161995.6,"A place of bus stops, a type of bus transport",0.604111120667412,0.1199827803015712,-0.0089598053963202,51.33918400487757
85640804,Antonia Pugh-thomas,7370473,525094.8,177248.2,"A place that produces clothing, components and accessories, a type of manufacturing and production",0.3690891889567386,0.4643540913776892,-0.1996476931662845,51.4789489517263
133149192,Kensington Window Cleaning Company,2100188,523592.8,178130.5,"A place of window cleaners, a type of personal, consumer and other services",0.3408961899028124,0.4868303293267324,-0.222891057416769,51.48822411004365
125688820,Carol Black Music,4210273,542596.4,178739.6,"A place of entertainment services, a type of sport and entertainment support services",0.6693730110948654,0.4993146106875418,0.0521963389181228,51.4886870563777
127705344,G P N Traders Ltd,9470768,542154.2,183858.9,"A place that sells cash and carry, a type of retail",0.6639201857744904,0.6162726150151239,0.0497151855650178,51.53515140051113
124779240,Battersea Spanish,5320394,528121.1,175647.7,"A place of language schools, a type of recreational and vocational education",0.423498752902726,0.4314010263846565,-0.1546502552902068,51.46517062239716
112883083,Pylon,6340433,544237.8,182110.6,"A place of electrical features, a type of infrastructure and facilities",0.6964479229379892,0.5775282935505432,0.0762614697917846,51.51930689832474
161118093,Sports Court,4240302,512730.5,170848.0,"A place of sports grounds, stadia and pitches, a type of sports complex",0.1585963705169003,0.3227220718016109,-0.3777759782311539,51.42533672241647
124109202,Henry Moore Blue Plaque,3200269,527963.0,184950.0,"A place of unspecified and other attractions, a type of tourist attractions",0.4145867377655457,0.6424420251271652,-0.1587326689560628,51.54899612230443
111315742,Public Convenience,6340461,532602.3,176811.9,"A place of public toilets, a type of infrastructure and facilities",0.4969467618474241,0.456786487068233,-0.0927974449547233,51.47425622932814
131504075,Bill Critchley Consulting Ltd,5280372,532055.6,186008.6,"A place of mental health centres and practitioners, a type of health practitioners and establishments",0.4872108024425905,0.665167495553466,-0.0975010009719632,51.55703851989973
104551070,Fish Lounge,1020020,530870.4,174363.6,"A place of fish and chip shops, a type of eating and drinking",0.4662423669046185,0.4064188691642781,-0.119305505332587,51.454693559723005
108228192,Seline Cafe,1020013,530391.4,174984.8,"A place of cafes, snack bars and tea rooms, a type of eating and drinking",0.4586221725294573,0.4181781105912474,-0.1254866975257008,51.4594598480301
127071757,Electricity Sub Station,6340433,513577.1,183760.7,"A place of electrical features, a type of infrastructure and facilities",0.168968779564806,0.6146186176660512,-0.364970629442709,51.54100748284354
64324334,Slade Protection Partnership,7420567,524292.2,165824.1,"A place that produces electronic equipment, a type of manufacturing and production",0.3542444310656231,0.2050390275401887,-0.216078033352433,51.37627847060588
108317553,Totteridge House Co-operative Ltd,2110191,526792.7,176177.0,"A place of estate and property management, a type of property and development services",0.3986238926636277,0.4453897656081839,-0.1752357195805885,51.47104482740374
54774516,Karina Leapman & Co,2090154,526286.7,184283.0,"A place of solicitors, advocates and notaries public, a type of legal and financial",0.3875290272641266,0.6228886044114148,-0.1817160532924562,51.54159386784249
162683239,Tashan,1020043,541381.3,184117.3,"A place of restaurants, a type of eating and drinking",0.6467102433989851,0.6215291545354646,0.0353929872104294,51.53748735598213
85586781,Academy of Freelance Make Up Ltd,5320385,529705.8,181212.4,"A place of beauty and hairdressing schools, a type of recreational and vocational education",0.4478713339640492,0.5529675657917096,-0.1322948845919611,51.513066089235465
68747928,Cancer Research UK,9480714,546232.1,166100.8,"A place that sells charity shops, a type of retail",0.7322267136836673,0.217024843946483,0.0996485591046643,51.37580463827349
43504205,St Joseph's Roman Catholic Primary School,5310375,534002.4,179865.4,"A place of first, primary and infant schools, a type of primary, secondary and tertiary education",0.523522834781113,0.5214509861675976,-0.0694817203243911,51.49953995462931
166995304,Electricity Sub Station,6340433,515102.3,191772.0,"A place of electrical features, a type of infrastructure and facilities",0.1961641007998623,0.7970567910185679,-0.3395470586337839,51.61305763375001
160775046,J Safra Sarasin Brokerage Ltd,2090149,528761.9,180690.8,"A place of insurers and support activities, a type of legal and financial",0.4314784553195149,0.5424318292530956,-0.1461906108798436,51.5091049132916
151352501,Valentine Recovery Ltd,2090147,531816.8,181169.1,"A place of financial advice services, a type of legal and financial",0.4843725810613228,0.5549387681118374,-0.1017000142948369,51.513357348226194
78439075,Works,7410542,525493.0,174971.1,"A place that produces unspecified works or factories, a type of manufacturing and production",0.3733551216994926,0.4172718106739472,-0.1968144487848502,51.460218617045456
108322980,Paradise Insurance Services,2090149,521462.1,168386.7,"A place of insurers and support activities, a type of legal and financial",0.3047527307129954,0.2675669245845184,-0.2564552299209763,51.40170342825274
95302549,Local Staff Hire,2050078,550419.0,185258.5,"A place of employment agencies, a type of employment and career agencies",0.8008256644018233,0.6504401218973389,0.1650256639030023,51.54664146206821
54811759,E F Medispa,5280365,525677.8,179977.2,"A place of clinics and health centres, a type of health practitioners and establishments",0.376950202115765,0.5265036082065457,-0.1920951985690725,51.50349958923332
54547384,Jonathan Clark Architects,2040063,530820.3,180022.3,"A place of architectural and building related consultants, a type of consultancies",0.4686161520598607,0.5287013855059985,-0.1153226156383608,51.50316338944323
124023737,Godfrey's of Hornchurch,9470661,553867.6,188051.8,"A place that sells bakeries, a type of retail",0.86443450589146,0.7109061866298108,0.2194789316920803,51.569623466300015
68748510,Age UK,6350816,521241.4,183965.3,"A place of charitable organisations, a type of organisations",0.3020899630171153,0.616453874998584,-0.2534018930800419,51.5401288627909
43520617,The Woodbridge Park Education Service,5310801,515712.9,176900.8,"A place of pupil referral units, a type of primary, secondary and tertiary education",0.208746882256816,0.4557578366620975,-0.3339407693828891,51.477521266517485
68649224,Letter Box,6340457,519759.7,193227.2,"A place of letter boxes, a type of infrastructure and facilities",0.274000172013417,0.8288226031199375,-0.2737485173654178,51.62471531085637
64276595,Il Mulino,9470661,526067.8,172052.1,"A place that sells bakeries, a type of retail",0.3840543562397867,0.3499563843164799,-0.1889223929618741,51.43337945303422
22051217,Bus Stop (Lyndhurst Drive),10590732,521604.5,166842.4,"A place of bus stops, a type of bus transport",0.3095209426335254,0.2331343249764928,-0.2529922350170142,51.38798561293778
145838458,Kronos,2110190,513229.0,187867.6,"A place of property sales, a type of property and development services",0.160247699320547,0.706313511798892,-0.3709791642916271,51.57748325486998
95755353,Scott Dean Mobile Guitar Tuition,5320396,523636.4,185398.6,"A place of music teachers and schools, a type of recreational and vocational education",0.3425647200481637,0.6493752194945113,-0.2189798630502084,51.55267780992795
68651378,Letter Box,6340457,521967.2,179760.9,"A place of letter boxes, a type of infrastructure and facilities",0.3155930162552679,0.5242152009153629,-0.2434972422478576,51.50337228112654
114644986,Cranbrook Supermarket,2090811,543771.3,189219.2,"A place of paypoint locations, a type of legal and financial",0.6917175539692096,0.7371956814808941,0.0751798236347719,51.58269809612671
48803070,Guerlain Ltd,7370475,529340.2,181126.2,"A place that produces cosmetics, toiletries and perfumes, a type of manufacturing and production",0.4396525328975652,0.5601590556354861,-0.1390602760630679,51.51602790330934
109128962,Nasir,2100156,544002.6,185353.4,"A place of hair and beauty services, a type of personal, consumer and other services",0.6956738625612798,0.6462031697839608,0.0768523257406951,51.54655366505682
123998680,1st Call Detectives,2100162,537496.2,180243.9,"A place of detective and investigation agencies, a type of personal, consumer and other services",0.5844723488432105,0.5352131504117998,-0.0182294825756245,51.50414694943991
103269898,Belgravia Garage,2130212,528478.2,178341.5,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.4271781198933517,0.4926759637933183,-0.1505904538260364,51.48942640258161
91423297,Clarks,9460657,527370.0,175301.9,"A place that sells footwear, a type of retail",0.4079126171841403,0.4230721301446681,-0.167819505035117,51.462071433261485
54454599,Shield Electrical Ltd,2030051,553390.8,188864.6,"A place of electrical contractors, a type of construction services",0.8557684699406549,0.7279718140725718,0.2125439319524378,51.57652803268441
55023852,Factorydesign,2140214,522298.2,178907.0,"A place of design services, a type of research and design",0.317519566526189,0.500764690555222,-0.2422424295082068,51.49404614882887
111012669,Charlton Rail Station,10570738,541310.9,178415.6,"A place of railway stations, junctions and halts, a type of public transport, stations and infrastructure",0.6441214414724349,0.4937182086982135,0.0309674407409856,51.48683558181934
125739838,National Stop Smoking Centres,5290358,531421.4,183673.3,"A place of counselling and advice services, a type of health support services",0.4776468564548035,0.6194899797215393,-0.1062689883418,51.53905146259434
166880454,Life Coaching with K T,2040069,532530.9,195159.8,"A place of image consultants, a type of consultancies",0.4952094263352541,0.8746587214373917,-0.0873097096177671,51.64001733253836
156920432,Scandi Mini,9460797,524095.0,179069.0,"A place that sells baby and nursery equipment and children's clothes, a type of retail",0.3486883976950202,0.5103488121806709,-0.21600552223199,51.49745394995946
22055107,Bus Stop (St John's Road Crofton Lane),10590732,545464.6,166953.1,"A place of bus stops, a type of bus transport",0.7178463920185775,0.2339046799061979,0.0879500375753739,51.38271336449807
48083104,Azou Restaurant,1020043,522302.1,178553.6,"A place of restaurants, a type of eating and drinking",0.3164186806570913,0.4988614607288917,-0.2431929232329238,51.493305005895365
118138336,Swindens,7420579,528989.8,181031.2,"A place that produces tools including machine shops, a type of manufacturing and production",0.437223703448869,0.5530355382855071,-0.1412091789256353,51.51323466744056
124792947,Shadilab Logistics,2150223,520068.9,190685.7,"A place of distribution and haulage, a type of transport, storage and delivery",0.2799518362432269,0.7718389958196916,-0.2696113859975923,51.60203882442043
129110383,Moneyback P P I,2090154,511427.3,187320.2,"A place of solicitors, advocates and notaries public, a type of legal and financial",0.1303190848886209,0.6998515933885419,-0.3961678936499754,51.57526569219783
43504309,Thomas Tallis School,5310379,540666.1,175985.5,"A place of broad age range and secondary state schools, a type of primary, secondary and tertiary education",0.6378326309452141,0.440067519343839,0.024762753570597,51.46564877548046
22056947,Bus Stop (Aragon School),10590732,524217.0,167022.4,"A place of bus stops, a type of bus transport",0.3507869613829878,0.2370087571229509,-0.2184724665352996,51.38900362745494
95534961,Madhan's Shopping Centre,9470705,512713.6,180435.3,"A place that sells markets, a type of retail",0.1556033370602907,0.5391691495508151,-0.377234610252782,51.5112333205435
108348520,HM Prison Brixton,6330424,530433.5,174149.7,"A place of prisons, a type of central and local government",0.4590178033886643,0.398941894846552,-0.1254683489852144,51.45182467221363
125620236,Yellohire,2600113,530969.7,163663.2,"A place of vehicle hire and rental, a type of hire services",0.4703706889137353,0.1587950742599495,-0.1198862201806391,51.35642086383325
68755428,Gascoigne Children's Centre,6350816,544432.3,183623.3,"A place of charitable organisations, a type of organisations",0.7027092113184829,0.6116958004327582,0.0821220475250278,51.53276424229714
85577958,Etech Southern Ltd,2030051,533493.1,181096.9,"A place of electrical contractors, a type of construction services",0.51548980820504,0.552083923372342,-0.0756935855790464,51.51180027579603
48742684,Fashion Fair,9460797,536959.1,189220.8,"A place that sells baby and nursery equipment and children's clothes, a type of retail",0.5745420142771136,0.736380011555324,-0.0230869127471371,51.58407159477794
166252166,Clattern Bridge,10540730,517862.0,169066.0,"A place of bridges, a type of road and rail transport",0.2442418508643674,0.2831620804114602,-0.3067752263627373,51.408631255502
161803125,Quinn Harper,2100186,526813.5,177795.9,"A place of wedding services, a type of personal, consumer and other services",0.3971789799604369,0.4784017400958412,-0.175922561827042,51.48415775299673
131491475,The Phoenix,1020034,530274.8,176055.7,"A place of pubs, bars and inns, a type of eating and drinking",0.4561451793239873,0.4417419084410509,-0.127175862855292,51.468839278009455
75473464,Cathnor Park Playhouse,5320397,522667.1,179567.4,"A place of nursery schools and pre and after school care, a type of recreational and vocational education",0.3265244689085749,0.5209298637151499,-0.2343960088245594,51.5019317584165
162722417,Harley Street Dental Studio,5280368,528674.9,181558.4,"A place of dental surgeries, a type of health practitioners and establishments",0.4303259654253031,0.5674457069705793,-0.1467526814388023,51.51904173986077
162690170,The Travel Clinic London,2040064,528536.6,181832.0,"A place of business related consultants, a type of consultancies",0.427952180270061,0.5740616963668702,-0.1486340785693259,51.52169731218062
163651330,My London Home,2110190,528186.8,175661.0,"A place of property sales, a type of property and development services",0.4200051604025114,0.4310249119189768,-0.1575784617168806,51.46506739101461
55022839,Macdonald & Co Design Ltd,2030045,529709.8,159430.2,"A place of building contractors, a type of construction services",0.4490582265416702,0.0664884276829309,-0.1391532061792204,51.32009077909012
54672454,Netxcellent,2080117,546674.3,172042.5,"A place of computer systems services, a type of it, advertising, marketing and media services",0.7391932570740518,0.3521315041180002,0.1079256374600803,51.42928016583684
161086423,West Heath Lawn Tennis Club,4240305,525387.0,185985.0,"A place of tennis facilities, a type of sports complex",0.3747828330609787,0.663576939198604,-0.1917557338908616,51.557897945570666
103374828,Wi-Fi Hotspot (BT Openzone),6340802,538569.5,180967.0,"A place of wifi hotspots, a type of infrastructure and facilities",0.6000602046959663,0.5509940977217884,-0.0049076364027623,51.51018463735669
95369228,Selvarajah Gold House,9460659,528061.6,170923.6,"A place that sells jewellery and fashion accessories, a type of retail",0.4154812075341876,0.3267097914377315,-0.1630231740999553,51.42374995562984
125780777,77 Agency Ltd,2080114,530546.9,181289.1,"A place of advertising services, a type of it, advertising, marketing and media services",0.4608411456093575,0.5603244553703937,-0.1213150920146116,51.51581069423127
152780689,Bouncy Castle Fun Club,2600270,512507.5,178547.8,"A place of bouncy castles and inflatables hire, a type of hire services",0.1510742237894557,0.4975156053517011,-0.381612749280548,51.49476220267606
167775717,Berrycom Solutions Ltd,6340442,531437.4,160912.0,"A place of telecommunications companies, a type of infrastructure and facilities",0.4736733465210286,0.0948782725923576,-0.1181686807809247,51.3310242102599
75324901,Boden,9460656,519150.7,182299.5,"A place that sells clothing, a type of retail",0.2642126085834695,0.5822183956225714,-0.2856488837693997,51.52701658401984
64291303,E C S Data Connect,2040072,530200.3,166556.8,"A place of telecommunications consultants, a type of consultancies",0.4569880450675153,0.2263823905926068,-0.1299614364981882,51.38340728822852
22047260,Bus Stop (Elmbrook Gardens),10590732,542245.2,175496.8,"A place of bus stops, a type of bus transport",0.6647974542014277,0.4254058524317159,0.0470548483686055,51.459442384367655
48990895,EE Ltd,9480726,527701.2,171379.8,"A place that sells telephones and telephone cards, a type of retail",0.4105788251483616,0.3349118056892977,-0.1669899342512624,51.42706745088717
157763953,Zero Dry Time,2100158,552855.3,188219.2,"A place of cleaning services, a type of personal, consumer and other services",0.8448817407757797,0.7161446001518051,0.2031912637698351,51.57200980877768
159598437,British Teakwondo Council,6350448,505911.2,180805.8,"A place of institutes and professional organisations, a type of organisations",0.0398899114130902,0.5457624814491736,-0.4740467130753241,51.51515008439864
109101278,Bonhams,2090137,528903.4,181114.0,"A place of auctioneers, auction rooms and valuers, a type of legal and financial",0.4306355895759869,0.5535793182358872,-0.1467167688890452,51.51353764012708
63956881,Electricity Sub Station,6340433,526243.9,198416.9,"A place of electrical features, a type of infrastructure and facilities",0.3891803560677733,0.9427671602224966,-0.1752529882777476,51.66844856743988
131524834,Centre Q E I London,9480677,533537.7,188980.3,"A place that sells cosmetics, toiletries, perfumes and hairdressing supplies, a type of retail",0.5137008686677561,0.7300132546362905,-0.0742146889128986,51.58239495885024
54871589,Old London Road Tattoos,2100180,518415.2,169415.0,"A place of tattooing and piercing services, a type of personal, consumer and other services",0.2532037498924916,0.2893928923428985,-0.2991959922932073,51.41099440283179
48023163,Zeera Restaurant,1020043,518755.8,181209.2,"A place of restaurants, a type of eating and drinking",0.2591210114388922,0.5565247929671127,-0.2902956807164481,51.51688686686745
114127400,W 5 Physio,5280345,518006.9,181110.6,"A place of physical therapy, a type of health practitioners and establishments",0.2471213554657267,0.555913040522935,-0.300353837401784,51.51679015561966
48091296,Spice Grill,1020018,523464.4,179702.8,"A place of fast food and takeaway outlets, a type of eating and drinking",0.3396920959834867,0.5237393934587804,-0.2233293587439028,51.50287975901178
159604060,Golden Harvest Europe Ltd,2150225,512199.1,178786.6,"A place of import and export services, a type of transport, storage and delivery",0.1440784381181732,0.501127210522142,-0.3874183064861918,51.49627559894804
153509440,Wi-Fi Hotspot (BT Openzone),6340802,534546.8,178815.8,"A place of wifi hotspots, a type of infrastructure and facilities",0.5324159284424185,0.5037101652864474,-0.0623365478661357,51.49238074960402
104154655,Wi-Fi Hotspot (The Cloud),6340802,504867.0,183729.2,"A place of wifi hotspots, a type of infrastructure and facilities",0.0199879590608067,0.6116958004327582,-0.4898489514630506,51.54152198320974
151347031,Muththumari Amman Temple,6340459,530654.9,167533.5,"A place of places of worship, a type of infrastructure and facilities",0.4632321321063043,0.2423106116391566,-0.1244896014070914,51.38964184604868
114133917,Poundland,9480701,535261.5,195444.9,"A place that sells discount stores, a type of retail",0.5441644448266965,0.8806856158874375,-0.0461047136503723,51.64173041616423
125863829,All Gas Heating Services Ltd,2030056,550901.9,187680.2,"A place of plumbing and heating services, a type of construction services",0.8111223875462282,0.7040364332566754,0.1746649417006117,51.56773628583826
64011730,Electricity Sub Station,6340433,523139.2,187392.2,"A place of electrical features, a type of infrastructure and facilities",0.3308162036638858,0.7006491373157662,-0.2280350832612429,51.57316520466909
91428501,Howe Robinson,2150223,532905.1,180825.1,"A place of distribution and haulage, a type of transport, storage and delivery",0.5035520770620109,0.5505885285087968,-0.0857135144398759,51.511370860173415
151363645,Lorraine Tindale Counselling & Psychotherapy,5280372,515124.6,188974.3,"A place of mental health centres and practitioners, a type of health practitioners and establishments",0.1971789799604369,0.7301718571218181,-0.339663807068049,51.5865133262358
124757763,Gsm Supermarket,9470669,536293.5,177069.0,"A place that sells grocers, farm shops and pick your own, a type of retail",0.5626042831340845,0.4628360390162114,-0.0377688879918524,51.475748810748186
107668426,Zain Hairdresser,2100156,547654.6,187988.2,"A place of hair and beauty services, a type of personal, consumer and other services",0.7573062698890514,0.7087877105731216,0.1296458241605677,51.57044695368448
54448301,Urban Planters London Southwest,2040067,520429.0,168507.0,"A place of feng shui consultants, furnishers and shop fitters, a type of consultancies",0.2873484131762277,0.2678002968132229,-0.2709903505839152,51.40201145160863
103826906,Trade Domestic Appliances,9480721,530306.3,170746.9,"A place that sells domestic appliances, a type of retail",0.4554571256558011,0.3220423468636358,-0.1296917119142236,51.42137065205536
150610500,Timpson Locksmiths Ltd,2100170,540891.8,178615.4,"A place of lock, key and security services, a type of personal, consumer and other services",0.6383589920013761,0.4982043932888491,0.0262247778917398,51.48869820614999
151355540,S G A Consulting,2060091,531252.2,183248.3,"A place of mechanical engineers, a type of engineering services",0.4752403887503221,0.6051115315335727,-0.1085216100387331,51.5333810640028
131521112,Wayne Atkinson,9480690,533669.0,184329.9,"A place that sells musical instruments, a type of retail",0.5161606605315214,0.6279638839482956,-0.0738616241924935,51.54188640329863
161033022,Sports Court,4240302,534739.1,184214.2,"A place of sports grounds, stadia and pitches, a type of sports complex",0.531796680141051,0.6236589593411199,-0.060834297305277,51.53996294653603
103262761,Wine Cellar,9470671,532964.5,162718.4,"A place that sells alcoholic drinks including off licences and wholesalers, a type of retail",0.5015223187408618,0.1390603935607391,-0.0942167954361024,51.34817322094758
103914805,Smiledent Dental Practice,5280368,533799.4,188480.2,"A place of dental surgeries, a type of health practitioners and establishments",0.5156102175969726,0.720089270541854,-0.0727800309970276,51.57843263801427
16431559,North Wood Group Practice,5280369,532209.2,171140.9,"A place of doctors surgeries, a type of health practitioners and establishments",0.4901694332157908,0.3267551064335965,-0.1006084224819669,51.422773162640944
124792905,The Maypole Project,6350769,545645.7,163712.5,"A place of community networks and projects, a type of organisations",0.7219059086608756,0.1597693466710471,0.0900009982426282,51.35325221063521
158323251,Ownlife Ltd,6330429,535462.6,162575.9,"A place of social service activities, a type of central and local government",0.5457641696052292,0.1358883438501886,-0.0573608619212275,51.346308664748285
133847151,Cash Machine (Cardtronics),2090141,538091.1,181135.6,"A place of cash machines, a type of legal and financial",0.5929474499010923,0.552174553364072,-0.0108419493584511,51.51075401442134
22052829,Bus Stop (Oxted Close),10590732,526821.1,168909.5,"A place of bus stops, a type of bus transport",0.3964393222671368,0.2770898709655492,-0.1797184252921172,51.40431602239762
85585570,M K Building Services,2030045,544478.0,185619.6,"A place of building contractors, a type of construction services",0.7017287348413176,0.6592085735972176,0.0821605330008702,51.55162141459295
68640723,Letter Box,6340457,540464.2,171674.9,"A place of letter boxes, a type of infrastructure and facilities",0.6323385224047475,0.3431364774387964,0.0184721991282309,51.42728467725775
110603412,The Watch Gallery,9460659,523657.8,180128.8,"A place that sells jewellery and fashion accessories, a type of retail",0.3435107938419197,0.534796252449842,-0.2199614782616517,51.50721710636635
64038887,Electricity Sub Station,6340433,551448.9,187385.5,"A place of electrical features, a type of infrastructure and facilities",0.8209856368796766,0.6978169500742033,0.182813681959836,51.565116416135176
78433853,Works,7410542,530617.0,175071.7,"A place that produces unspecified works or factories, a type of manufacturing and production",0.4635245549152834,0.4176116731429348,-0.1213959791658543,51.45916953437688
91427939,Ifex Express Ltd,2150222,539236.4,185851.4,"A place of courier, delivery and messenger, a type of transport, storage and delivery",0.610062784897222,0.6624259383036332,0.0054078972068041,51.5542361480422
109097289,Roughton,2060085,533704.8,181298.8,"A place of civil engineers, a type of engineering services",0.5148292766835809,0.5562710289902684,-0.0761766245032638,51.51347005795608
161793611,Furla,9460659,523351.1,180416.1,"A place that sells jewellery and fashion accessories, a type of retail",0.3390728476821192,0.5367674547699698,-0.223646708053006,51.50805532091262
125652710,Yoga Point,5280330,531375.2,174714.5,"A place of alternative, natural and complementary, a type of health practitioners and establishments",0.4758063128924056,0.4100214113355462,-0.1112489746955801,51.45599385186626
159606369,Melon Accountants,2090135,524718.1,176312.8,"A place of accountants and auditors, a type of legal and financial",0.3607293368882773,0.4446420681764113,-0.2069490486314499,51.47123718131944
22917182,Bus Stop (Lind Road),10590732,526460.6,164412.5,"A place of bus stops, a type of bus transport",0.3928786445342737,0.1723216005256539,-0.1843381242482764,51.362805409420176
54568363,Camron,2040069,530229.4,180958.4,"A place of image consultants, a type of consultancies",0.4545798572288638,0.5528316208041146,-0.126680005661191,51.51292259663634
107652014,R J V Plastering,2030055,541383.5,192760.4,"A place of plasterers, a type of construction services",0.6494882600842866,0.8171766491826308,0.0411928690559552,51.615038322250456
109082542,Le Pain Quotidien,9470661,530231.9,181390.9,"A place that sells bakeries, a type of retail",0.4561021759697256,0.5599755299022326,-0.1252889785658727,51.51573578231606
167105820,Foot Bridge,10550747,518469.7,187255.4,"A place of footbridges, a type of walking transport",0.2509847768125914,0.6945089553760578,-0.2950646007390528,51.57172030182236
124040331,Bfc Exchange,2090142,531867.6,166612.8,"A place of cheque cashing, a type of legal and financial",0.4838909434935925,0.2253174881897792,-0.107517166149268,51.38262455388079
95523719,Vintage Modes,9460656,528779.1,181209.0,"A place that sells clothing, a type of retail",0.4285198245463146,0.5536699482276172,-0.1484868934604039,51.51360156496392
22046001,Bus Stop (Conference Road),10590732,547330.9,178803.8,"A place of bus stops, a type of bus transport",0.750632149307646,0.5018975654518472,0.1202369037023281,51.48850161968912
124787403,Ashton Holmes,2050078,531580.9,181252.8,"A place of employment agencies, a type of employment and career agencies",0.4811043261374387,0.5546895356345799,-0.1044406256988091,51.5133027439856
149626039,Elmi Health Care,2050081,524929.9,177644.8,"A place of nursing agencies, a type of employment and career agencies",0.3661821622086523,0.4791947525234788,-0.201848652377972,51.48487287488338
108322622,Oddbins Ltd,9470671,532699.3,180376.3,"A place that sells alcoholic drinks including off licences and wholesalers, a type of retail",0.5007654597058571,0.5368354272637673,-0.088275082464863,51.50595405397945
161942381,Oberon Investments,2090773,528898.1,180547.2,"A place of stocks, shares and unit trusts, a type of legal and financial",0.4334222069321407,0.5394863545218701,-0.1446107059364049,51.5079108810742
48894808,Blacks,9480693,525017.3,170437.6,"A place that sells camping and caravanning, a type of retail",0.3666982024597918,0.3152677549818173,-0.2039695777150093,51.41984291176816
63895623,Electricity Sub Station,6340433,527051.0,176462.2,"A place of electrical features, a type of infrastructure and facilities",0.4035262750494539,0.4481086653600843,-0.1710914827459361,51.47205938129695
166076468,S & H Auto Repairs Ltd,2130212,515979.9,176109.6,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.2075290272641268,0.4406634115394636,-0.3351776971820509,51.47154800490454
146521303,My French Physio,5280345,530676.2,176942.2,"A place of physical therapy, a type of health practitioners and establishments",0.46269889051346,0.4597319617994584,-0.1214008142109901,51.475887085477154
133942502,4 Cose,9470665,534825.0,183664.0,"A place that sells delicatessens, a type of retail",0.5374387202201771,0.6101324330754155,-0.0563361423972406,51.534519887744
167195806,May Nails Ltd,2100156,523600.5,175710.7,"A place of hair and beauty services, a type of personal, consumer and other services",0.3400533241592844,0.4365759989124401,-0.2243705585819834,51.468300766189785
165446603,Khatta Meetha,1020018,512206.6,176208.0,"A place of fast food and takeaway outlets, a type of eating and drinking",0.1440560763739573,0.4432146458066636,-0.3882469881175309,51.4733022145777
110494543,Costcutter,2090811,536909.3,176704.0,"A place of paypoint locations, a type of legal and financial",0.5704824976348155,0.4550192022294978,-0.0313117719622462,51.472537952025576
54669958,Business & Enterprise Commercial Ltd,2040064,530420.6,185732.0,"A place of business related consultants, a type of consultancies",0.4620624408703879,0.6616329258759955,-0.1186356441863444,51.55597686748021
47962225,Royal Eagle Hotel,1010006,526673.6,181091.6,"A place of hotels, motels, country houses and inns, a type of accommodation",0.3928270405091597,0.5540777831904022,-0.1783673694685479,51.51423126907698
80779201,Darus Salaam,6340459,542719.9,185426.7,"A place of places of worship, a type of infrastructure and facilities",0.6693214070697514,0.6494658494862412,0.0548320807593026,51.548236343108265
63978844,Electricity Sub Station,6340433,539909.4,184735.9,"A place of electrical features, a type of infrastructure and facilities",0.6218973079900232,0.6357127482412117,0.0148566737954352,51.5434717569613
48032893,Pizza Express,1020043,529752.6,180804.2,"A place of restaurants, a type of eating and drinking",0.4480089446976864,0.548345436213479,-0.1322546826843642,51.51123093329109
55020037,Radix Garden Services,2030052,522251.6,180427.8,"A place of gardening, landscaping and tree surgery services, a type of construction services",0.3205986066913219,0.5376057821934723,-0.2391017871034455,51.508621020258
